	shaking_mean	t08_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00705	57.7676373152725	28.3897443160406	0.29419097466887	0.569177128822728	1.02489163403983	695	0.430822871177272	HVO_RS00705
HVO_RS00635	91.9941260904277	32.8846243571739	0.362312847918621	0.698271372378778	1.48412855632128	863	0.301728627621222	HVO_RS00635
HVO_RS00570	11.686069507593	45.4754470686227	-0.363877844153284	0.692779698343181	-1.96029804563622	1949	0.307220301656819	HVO_RS00570
HVO_RS00350	46.3029342239574	25.2872862852288	0.162084300981159	0.199843848446918	0.872691398246207	530	0.800156151553082	HVO_RS00350
HVO_RS00090	22.7202510911249	42.1004621482295	-0.170391149143022	0.28445226048937	-0.889857291469565	653	0.71554773951063	HVO_RS00090
HVO_RS01720	33.9255726650809	13.1162222246154	0.256179780939226	0.477401259122026	1.37102091835847	524	0.522598740877974	HVO_RS01720
HVO_RS01710	2.99457162601406	2.52423005998197	0.046638848182977	0.00809644171167345	0.246506235515899	2303	0.991903558288327	HVO_RS01710
HVO_RS01330	5.24910418200988	7.43622642077194	-0.0946824130275906	0.094601725596535	-0.50249946676284	1706	0.905398274403465	HVO_RS01330
HVO_RS00950	2148.69334625459	3375.23734938313	-0.313684469387923	0.615237950416008	-0.65152935596019	371	0.384762049583992	HVO_RS00950
HVO_RS00945	134.696283637571	290.605541076389	-0.257215341761224	0.510221607723404	-1.10935216519031	311	0.489778392276596	HVO_RS00945
HVO_RS00895	88.9156737919689	7.05636596067604	0.727866829475252	0.95845485190018	3.65544046578821	974	0.04154514809982	HVO_RS00895
HVO_RS00770	70.5397819085529	24.1432338522965	0.280315160864624	0.538255404262653	1.54681818528048	548	0.461744595737347	HVO_RS00770
HVO_RS00755	1084.65416608767	1734.09846704417	-0.419733203080862	0.756450448130509	-0.676950697809397	413	0.243549551869491	HVO_RS00755
HVO_RS04090	128.975654756001	136.650522395631	-0.0177317254113281	0.0075211523203853	-0.0833922046162702	872	0.992478847679615	HVO_RS04090
HVO_RS04280	65.4855841833673	67.9350797946065	-0.011429970984743	0.00487300941336866	-0.0529793839805017	599	0.995126990586631	HVO_RS04280
HVO_RS04545	14.1749658316024	35.1989040499879	-0.256657244234924	0.509030623303359	-1.31218525234298	611	0.490969376696641	HVO_RS04545
HVO_RS04675	383.128612100575	1062.21868887024	-0.490834039925643	0.809789455327225	-1.47118014223403	368	0.190210544672775	HVO_RS04675
HVO_RS02480	45.4587542783879	61.4456597073197	-0.0844023262846925	0.0761647885189347	-0.434752957551934	611	0.923835211481065	HVO_RS02480
HVO_RS02940	139.959976123314	210.946478542629	-0.179305607398187	0.309959469327886	-0.591862680404234	527	0.690040530672114	HVO_RS02940
HVO_RS03305	10.3516275740293	13.9488272691416	-0.0847750329956994	0.0767936531307576	-0.430286215528851	581	0.923206346869242	HVO_RS03305
HVO_RS02130	12.6983066888036	18.0333733361229	-0.0964656189549181	0.0980285491472488	-0.506033166264884	821	0.901971450852751	HVO_RS02130
HVO_RS19745	56.1134011966288	119.351558890153	-0.219770285328272	0.421659699741031	-1.0888001435415	626	0.578340300258969	HVO_RS19745
HVO_RS02045	395.77613781731	395.608654146796	0.000163459415832507	0.0014682795979073	0.000610645711013719	302	0.998531720402093	HVO_RS02045
HVO_RS02040	471.077600750337	766.056196500323	-0.237655210275689	0.466144604441653	-0.701485494548431	425	0.533855395558347	HVO_RS02040
HVO_RS01970	1470.82999294509	467.279402162549	0.846469785100358	0.971921685593249	1.65427315195395	167	0.0280783144067507	HVO_RS01970
HVO_RS01960	368.851673507363	145.867619091256	0.309322199531971	0.600136190307983	1.33838112394524	395	0.399863809692017	HVO_RS01960
HVO_RS01955	16.4795173822541	27.5388254821343	-0.141680385170866	0.204302440929404	-0.740793038029254	704	0.795697559070596	HVO_RS01955
HVO_RS03500	1229.6379391696	491.862360453458	0.461328326965809	0.851847992970036	1.32190702084079	296	0.148152007029964	HVO_RS03500
HVO_RS02535	24.514543796659	56.245474184175	-0.226882726908015	0.439810999835146	-1.19809909989072	1169	0.560189000164854	HVO_RS02535
HVO_RS03835	51.815440591313	74.6627263969531	-0.102358768186532	0.109816442904761	-0.52700611761627	1166	0.890183557095239	HVO_RS03835
HVO_RS03085	1151.14481800599	991.186097309534	0.101512063931372	0.0676557705385067	0.215841483886558	317	0.932344229461493	HVO_RS03085
HVO_RS03550	91.393243745742	36.3091346456828	0.301241130785622	0.583910292236813	1.33175497100865	1019	0.416089707763187	HVO_RS03550
HVO_RS02965	341.599697165833	211.180351530372	0.166746314439443	0.212457870283474	0.693831085096484	374	0.787542129716526	HVO_RS02965
HVO_RS19945	22.8485141517601	29.6123314472284	-0.070144662361932	0.0543271545506061	-0.374097732414911	881	0.945672845449394	HVO_RS19945
HVO_RS02380	202.884479380739	242.752373591932	-0.0606687110941544	0.0421637086363467	-0.258826898689298	1166	0.957836291363653	HVO_RS02380
HVO_RS03005	22.8122027602881	38.7317659700585	-0.136179420537988	0.189715474110296	-0.76371152147293	1166	0.810284525889704	HVO_RS03005
HVO_RS02165	39.2597066865133	7.04936960554832	0.544652590491439	0.912692048358652	2.47748323986266	1499	0.0873079516413477	HVO_RS02165
HVO_RS03490	28.3606482583972	51.526969070662	-0.161464553299351	0.259040984361788	-0.861437222895644	1166	0.740959015638212	HVO_RS03490
HVO_RS02455	8898.54355701819	27771.6198470431	-1.21509672228433	0.963450589938025	-1.64197019665637	878	0.036549410061975	HVO_RS02455
HVO_RS03695	74.6802930668784	131.822524325815	-0.167755438071875	0.276925521120208	-0.819797408406187	683	0.723074478879792	HVO_RS03695
HVO_RS19720	271.206919450378	637.17646876237	-0.354030597446331	0.678658585701253	-1.23229900120483	200	0.321341414298747	HVO_RS19720
HVO_RS19805	374.150027325542	824.080385874173	-0.345061592253003	0.665249283977814	-1.13916819314748	233	0.334750716022186	HVO_RS19805
HVO_RS20145	389.181602175616	784.992796317303	-0.320866697539142	0.627067798419256	-1.01223590376242	719	0.372932201580744	HVO_RS20145
HVO_RS20160	80.4074023507027	215.779343076291	-0.331842842796038	0.644714269840898	-1.42415653183705	1430	0.355285730159102	HVO_RS20160
HVO_RS20165	87.8648878212293	196.850780716465	-0.292121386600395	0.578125304141196	-1.16374377206467	1373	0.421874695858804	HVO_RS20165
HVO_RS12285	168.609055777287	12.5542071157332	0.740563293236345	0.960487270801909	3.74743920315658	1193	0.0395127291980913	HVO_RS12285
HVO_RS12345	78.9787917195879	100.756328281112	-0.13049628353978	0.175032830966106	-0.351333252486179	1877	0.824967169033894	HVO_RS12345
HVO_RS12475	31.2872671038233	79.0411014931379	-0.265628626953025	0.52773750221738	-1.33702740520965	446	0.47226249778262	HVO_RS12475
HVO_RS12560	433.101274960395	220.816310827722	0.300284685502645	0.581945238703982	0.971857677176937	920	0.418054761296018	HVO_RS12560
HVO_RS12625	148.207675849505	12.1139320603014	0.702523907427969	0.954566963366639	3.61288103801144	1208	0.0454330366333614	HVO_RS12625
HVO_RS12645	39.3296461869521	83.8204363747743	-0.216361058967779	0.412758823405576	-1.09168482453019	452	0.587241176594424	HVO_RS12645
HVO_RS12715	125.138497496277	394.931819141687	-0.401133239649175	0.738590697729641	-1.65807792133021	464	0.261409302270359	HVO_RS12715
HVO_RS12795	174.642696399818	14.3259302759745	0.705075887238343	0.954946815958776	3.60770557941199	1931	0.0450531840412239	HVO_RS12795
HVO_RS12855	103.921036407215	1.24905643358889	1.27691869670464	0.992110760578774	6.37850525299169	1712	0.00788923942122599	HVO_RS12855
HVO_RS12955	349.433721902313	6.24241639028017	1.15539017811676	0.990809200796737	5.80677043810698	734	0.00919079920326282	HVO_RS12955
HVO_RS13045	80.1365520331556	154.148579215202	-0.198909310365596	0.365444367156471	-0.943789249599215	431	0.634555632843529	HVO_RS13045
HVO_RS13100	85.0135619886863	187.251303395383	-0.239932624155032	0.471525884066964	-1.13921084680315	683	0.528474115933036	HVO_RS13100
HVO_RS13115	183.000989514989	393.275677875972	-0.274819629652568	0.545972956022642	-1.10368951619433	854	0.454027043977358	HVO_RS13115
HVO_RS13545	413.935842520238	551.611462469884	-0.171804454059682	0.288493360296114	-0.414245260025665	389	0.711506639703886	HVO_RS13545
HVO_RS13795	2358.84548411394	5364.81223625495	-1.2821951234188	0.949513976963468	-1.18544676068878	305	0.0504860230365316	HVO_RS13795
HVO_RS13805	1858.65043971064	924.96318071607	0.408896993948022	0.779265467427051	1.00678762143011	197	0.220734532572949	HVO_RS13805
HVO_RS13810	651.210128510554	498.698266178256	0.149143311041506	0.166500693645792	0.384955951343876	572	0.833499306354208	HVO_RS13810
HVO_RS14080	17.7746961697897	44.0638646835584	-0.270644293323796	0.537798945236293	-1.30977113472227	1964	0.462201054763707	HVO_RS14080
HVO_RS14085	164.660573347444	18.6476281198851	0.629988386500842	0.941537678863812	3.14243111061804	473	0.058462321136188	HVO_RS14085
HVO_RS14205	116.264358280042	55.5352163808156	0.204247710565117	0.322817439990584	1.06593407683227	593	0.677182560009416	HVO_RS14205
HVO_RS14460	60.2501059958677	99.0814487232683	-0.141701163038686	0.204358210792054	-0.717651183733438	461	0.795641789207946	HVO_RS14460
HVO_RS14600	329.906567873526	215.177554852927	0.173216843220526	0.230454901737587	0.616529901389155	932	0.769545098262413	HVO_RS14600
HVO_RS14635	253.462866285726	964.653430998381	-0.614229254590243	0.855183077460096	-1.92823632157065	620	0.144816922539904	HVO_RS14635
HVO_RS14640	99.3996438590695	14.4215536930124	0.550432490481118	0.915159371185231	2.78501408234249	1112	0.0848406288147692	HVO_RS14640
HVO_RS14935	190.160655886381	25.416223615169	0.605702971837782	0.934786732346867	2.90339719107875	818	0.0652132676531331	HVO_RS14935
HVO_RS14985	114.368072807117	225.329539447978	-0.220172153372035	0.422700713107642	-0.978352092228499	266	0.577299286892358	HVO_RS14985
HVO_RS15030	227.569646321231	567.796307169627	-0.353662208761733	0.678117048618571	-1.31906532507421	197	0.321882951381429	HVO_RS15030
HVO_RS15300	105.420154280991	189.158307191044	-0.18212636172135	0.318022485871509	-0.843443427503151	707	0.681977514128491	HVO_RS15300
HVO_RS15530	118.001569784123	247.049809455587	-0.237875216137188	0.466667832169813	-1.0659958910651	512	0.533332167830187	HVO_RS15530
HVO_RS15550	85.1883738080227	280.801122950653	-0.387810592251441	0.723751077948925	-1.72082024977775	509	0.276248922051075	HVO_RS15550
HVO_RS15585	1769.78059491687	736.288576776164	0.400788632267089	0.765893907182651	1.26522729214363	353	0.234106092817349	HVO_RS15585
HVO_RS15625	423.49506672645	39.1456002828459	0.798775703080246	0.96841752661363	3.43542309180098	932	0.0315824733863703	HVO_RS15625
HVO_RS15645	37.0780268877502	91.0741279841298	-0.259020423430211	0.514049900064071	-1.29647680373558	416	0.485950099935929	HVO_RS15645
HVO_RS15650	5.73915842329721	10.7445030417381	-0.169409466140108	0.281647297583045	-0.90468765219404	1919	0.718352702416955	HVO_RS15650
HVO_RS15710	33.3189632996465	58.2052404931851	-0.153021474628716	0.235327316040232	-0.804805538865125	1169	0.764672683959768	HVO_RS15710
HVO_RS15770	4638.67095778793	4987.62236712459	-0.0518356797071692	0.0324247770396663	-0.104640724240757	374	0.967575222960334	HVO_RS15770
HVO_RS15840	35.7994691952386	62.455014591295	-0.15788641812667	0.248941661210956	-0.802879215708728	398	0.751058338789044	HVO_RS15840
HVO_RS15990	140.49103485368	63.2048038639303	0.310088774186196	0.601643730625073	1.15237195144136	1241	0.398356269374927	HVO_RS15990
HVO_RS16010	46.3081723896489	71.1474245798142	-0.119025977407886	0.146808701021257	-0.619544714112294	803	0.853191298978743	HVO_RS16010
HVO_RS16125	1470.8600358869	2182.34128263937	-0.44576245080951	0.777247884802559	-0.569216764180169	377	0.222752115197441	HVO_RS16125
HVO_RS16415	59.7527223470058	94.9224772268919	-0.132569247204703	0.18033957310468	-0.66774530747754	893	0.81966042689532	HVO_RS16415
HVO_RS16505	1234.85259993056	2179.91673902081	-0.342370681150313	0.661138687370633	-0.819934190353116	188	0.338861312629367	HVO_RS16505
HVO_RS16635	23680.0460056566	20888.3495221212	0.0938996858497519	0.0557196152513884	0.180973380441616	188	0.944280384748612	HVO_RS16635
HVO_RS16735	61.7163847124033	229.065308117868	-0.404810106902868	0.742374947534535	-1.89203352161081	917	0.257625052465465	HVO_RS16735
HVO_RS16740	189.299179959717	395.934342837092	-0.280915524518676	0.557597826205157	-1.06459304898405	626	0.442402173794843	HVO_RS16740
HVO_RS16790	300.368021096847	111.176171861286	0.367015369112127	0.706744079166699	1.43388361182381	569	0.293255920833301	HVO_RS16790
HVO_RS16820	1324.64385511824	4685.65755369366	-1.00906541284316	0.955962186515392	-1.82264699263356	209	0.0440378134846082	HVO_RS16820
HVO_RS16925	16.1452099203004	11.1713509861894	0.0979734375957617	0.0619645923273154	0.531302533053798	1010	0.938035407672685	HVO_RS16925
HVO_RS16965	228.149799028477	29.6312930493013	0.651849072450679	0.946392606691745	2.94478789388983	1469	0.0536073933082551	HVO_RS16965
HVO_RS16970	657.23938885358	94.6694255580066	0.760210787778322	0.963577699927439	2.79544847151094	497	0.0364223000725606	HVO_RS16970
HVO_RS16975	713.224476470324	38.0186556064898	1.03004220842257	0.981163652974294	4.22957679202606	464	0.0188363470257059	HVO_RS16975
HVO_RS16980	465.564442904939	3.55740188700749	1.43370024584277	0.992161331748253	7.03201309976818	644	0.00783866825174717	HVO_RS16980
HVO_RS16985	671.070874001646	40.6807723018403	1.04381849765757	0.98182517682051	4.04404616890812	554	0.0181748231794905	HVO_RS16985
HVO_RS16990	1072.74517727042	145.262634025332	1.31363154083967	0.99505451794357	2.88457186450042	455	0.00494548205642975	HVO_RS16990
HVO_RS17000	717.975881431899	101.565137478295	0.889881928682694	0.975693182112735	2.82153010328877	536	0.024306817887265	HVO_RS17000
HVO_RS17005	871.719503678738	58.4430310008373	1.05137898696186	0.982313898087217	3.89876108155421	392	0.0176861019127829	HVO_RS17005
HVO_RS17010	2140.98212366356	162.058063996993	1.18063978955525	0.991574500025507	3.72369003390198	176	0.00842549997449316	HVO_RS17010
HVO_RS17015	775.723015854108	110.89949799408	0.955986928632217	0.980700849272796	2.80628877242163	518	0.0192991507272041	HVO_RS17015
HVO_RS17020	404.973094361014	14.2220794599151	0.988180392374876	0.980801768114887	4.83162173430392	743	0.0191982318851133	HVO_RS17020
HVO_RS17025	862.313868444754	41.1057020473149	1.07238537235573	0.984031840761629	4.39080264401038	356	0.0159681592383712	HVO_RS17025
HVO_RS17030	738.542712810542	46.0495842257854	0.946083103165973	0.980381136266028	4.00342132446475	398	0.0196188637339716	HVO_RS17030
HVO_RS17040	803.927896015365	186.041388708002	0.793870202892875	0.967929222196131	2.11144249841326	431	0.0320707778038689	HVO_RS17040
HVO_RS17045	4118.53943776969	1285.43039484132	0.973796259176252	0.980878386962688	1.67988131219894	212	0.0191216130373115	HVO_RS17045
HVO_RS17050	377.758246832858	42.6109801520328	0.787882978862996	0.967280794439219	3.14816610881613	914	0.0327192055607809	HVO_RS17050
HVO_RS17055	841.677775531795	157.100019631243	0.825081376288179	0.970501426535532	2.42158466262272	461	0.0294985734644682	HVO_RS17055
HVO_RS17060	904.543484919326	191.230206809212	0.737652982888663	0.960019655162255	2.24187943039413	422	0.0399803448377446	HVO_RS17060
HVO_RS17065	465.542576328968	61.0267985472524	0.781195896768812	0.96648787573655	2.93139830186689	725	0.0335121242634501	HVO_RS17065
HVO_RS17070	1509.81605682479	257.1656265359	0.92663859674826	0.979218263690699	2.55360306845376	251	0.0207817363093007	HVO_RS17070
HVO_RS17075	399.399710042958	36.8520131136647	0.781502214792407	0.966525762511074	3.438017948773	746	0.0334742374889262	HVO_RS17075
HVO_RS17080	320.40164120804	44.7596428586917	0.697215638968985	0.953781505336692	2.8396111076722	1016	0.0462184946633083	HVO_RS17080
HVO_RS17085	525.560096846316	502.98610783222	0.0284094182275985	0.00133883305816729	0.0633371889592524	842	0.998661166941833	HVO_RS17085
HVO_RS17200	152.408941172452	31.0708542010094	0.579856900726661	0.92631186745682	2.29431373224321	1259	0.0736881325431797	HVO_RS17200
HVO_RS17370	172.060568326459	60.9211647726007	0.344095855715147	0.665261541829113	1.49790107761582	1649	0.334738458170887	HVO_RS17370
HVO_RS17375	142.554640349076	17.8629300620015	0.58127524121407	0.926806001632679	2.99647435104171	917	0.0731939983673209	HVO_RS17375
HVO_RS17380	1060.85895104303	50.6516790210706	1.00862088649771	0.980735823697117	4.38847894909848	320	0.0192641763028829	HVO_RS17380
HVO_RS17530	419.078639290412	256.355910926685	0.225131935650092	0.387164313616115	0.709072825181054	686	0.612835686383885	HVO_RS17530
HVO_RS20305	8529.92465622978	24791.3851985862	-1.41507180660296	0.955806911090377	-1.53923397952916	176	0.0441930889096234	HVO_RS20305
HVO_RS17855	10242.9665518352	12855.6145816192	-0.180220326832003	0.31257552900534	-0.327764975064671	230	0.68742447099466	HVO_RS17855
HVO_RS17925	2160.26423448193	1146.98697081316	0.53252154600695	0.907059462776848	0.913358784435371	362	0.0929405372231522	HVO_RS17925
HVO_RS17930	3534.05080732239	1719.62938831454	0.706043722445027	0.955091386812973	1.03922510978509	224	0.0449086131870272	HVO_RS17930
HVO_RS17935	3372.21634381438	1449.04180373772	0.886780881529582	0.975376833040666	1.21859787890546	200	0.0246231669593342	HVO_RS17935
HVO_RS17940	441.262686584824	35.6725785495005	0.767397755656811	0.964637440928495	3.62875034922141	464	0.0353625590715047	HVO_RS17940
HVO_RS17950	162.619678343607	5.41780226294359	0.91295401339713	0.978030353424913	4.90765029641833	1073	0.0219696465750866	HVO_RS17950
HVO_RS17980	1360.145658196	1636.01965463669	-0.18648876661063	0.33045842738541	-0.266428922307833	356	0.66954157261459	HVO_RS17980
HVO_RS18000	1155.61007812736	2978.47794690884	-0.890682751636275	0.930521675315442	-1.36592058631537	266	0.0694783246845579	HVO_RS18000
HVO_RS18005	9844.61492122916	22026.9727875934	-0.712530931347325	0.873725648481145	-1.16186455574923	179	0.126274351518855	HVO_RS18005
HVO_RS18015	1956.20395001672	655.633647574161	0.902349060673345	0.9769785185092	1.5770949891473	341	0.0230214814908001	HVO_RS18015
HVO_RS18020	491.393141059523	112.549843799542	0.855624603058372	0.972583151471236	2.12631366591023	1046	0.0274168485287645	HVO_RS18020
HVO_RS18025	740.484215947876	268.191930540952	0.629963494886866	0.941531483247829	1.46520315401978	638	0.0584685167521706	HVO_RS18025
HVO_RS18030	4344.16687010974	2877.96578323713	0.278936680900367	0.535028989454336	0.594030081999259	479	0.464971010545664	HVO_RS18030
HVO_RS18105	429.780652117111	138.608055976058	0.441445373877444	0.827496841848729	1.63258942678636	782	0.172503158151271	HVO_RS18105
HVO_RS18110	102.057874527669	82.9019200103908	0.0834062848668189	0.0411842490566555	0.299910081297273	1199	0.958815750943344	HVO_RS18110
HVO_RS18115	7971.28150015317	3778.46302536479	0.584744318970862	0.92800065039005	1.07701217201666	176	0.0719993496099498	HVO_RS18115
HVO_RS18120	3739.52566861033	890.995508366694	1.22315704995833	0.991236160589978	2.06936522238844	194	0.00876383941002201	HVO_RS18120
HVO_RS18125	735.354839282812	46.4811660853653	0.893240200532573	0.976038992446085	3.98372241072148	398	0.0239610075539148	HVO_RS18125
